,binary,targets
621,7da261126003ca0221fbe1d3601c400820028d02e3eba000e07ed27ed10122101f2181a261f057722121600d61218528401b2003670177736129411360712236,sh4
622,90df91cf910895cf93df9300d000d0cdb7deb79a8389837c836b838b819c81809700f42b813c8189819a8100c0969587952a9502f400c089819a810f900f900f,avr
623,0000043c1481023ce0ffbd270000033c2130000021380000000084248c764224000062ac1c00bfaf0000000c000000001c00bf8f211000000800e0032000bd27,mipsel
624,006004302efffe4e5e4e754e56fffc202e00083d40fffe4a6efffe6d18701fb0ae000c6510302efffe48c0222e000ce2a020006004302efffe4e5e4e754e5600,m68k
625,00000023f9000000000000000043f90000000045e9003660304281321023c10000000042813228000223c10000000042813228000423c10000000053805c8866,m68k
626,00003900ffff90890000906900003c600000910900003863000090a9000038a0000090870000810a000c910900003900000491090000a94a0010914900004cc6,powerpc
627,020003240000a8a40000043c0000053ce0ffbd27000043ac0400a3ac21300000010003242138000000008424000043ac1c00bfaf0000000c000000001c00bf8f,mipsel
628,4300008223000bac4300008e23000cac4300003c0300008c65004024630040ac4500008c650004ac4500008c650008ac4500009065000c00052e0000052e03ac,mips
629,25fcff41000048140baa0c6dcd04a0b07430a32065f8ffa712040c184600000c080c1a87a4010c0ac10000bd0365f6ffd2a0fa310000c20306b2a0b2e5e4ff1d,xtensa
630,200822094cdf00fc4e5e4e754e56000048e73c00202e0008222e000c448140806c42282e00102a2e0014448540846c342f2e00142f2e00104878ffff2f3c7fff,m68k
631,017d0836307d0943783c6000003d40000038a0000038c000003863000091040000912a00004cc63182480000018001001438600000382100107c0803a64e8000,powerpc
632,4200ff0002200b2463ffffacc40004ace300001000ffff000000001040fff23c0500003c0300002463000894650004004510258d45001c2405fffda4620004ac,mips
633,c220a00003000000c2006000c220a000c020a0008210e000c6006004c2006008c620a000c220a000c20ea0008328601883386018c220a000c2012004c220a000,sparc
634,3f000c48000030813f000c5529103a395f00087d2a4a143929001c3d400000394a000091490000813f000c39290001913f000c813f000c2f890001409dffcc39,powerpc
635,c64824635764ac4500003c040000ac430000908500083c03000000052e0000052e03ac450000248400088c85000480640000ac45000024630000ac4400008c63,mips
636,2e05000000007607f20f1045f8eb0af20f1045f8f20f5c45f05dc3554889e5f20f1145f8f20f114df0f20f104df8f20f100500000000f20f59c8f20f1055f0f2,x86_64
637,0000017a520004781a011b0d1e001800000018000000000000009400000000480e104c9a0250da0e00004396d9dffcffffff0200e2431104ff47000041b00000,alphaev56
638,e36120711751a9a00900e3612071e36220722852ff72281140e0ec300c519da00900fe0058000000dcb65198600000000800000048000000380000004c000000,sh4
639,04781a011b0d1e001800000018000000000000004c00000000440e10459a0249da0e000000405b6b0000ba2700005ea70004ff470000bd231000de230180fa6b,alphaev56
640,20000081490000813f000891490000813f0008812900007d234b78397f003083ebfffc7d615b784e8000209421ffd093e1002c7c3f0b787c691b78993f001839,powerpc
641,00080000000c0000000c0000000c4200210000810000990aa202003c6ac02000a908a2a0fbc02000a908a10000b10000a20a00c02000b9089809c02000a908c0,xtensa
642,0015ac43000094e3003a3c04000000031c0000031c03ac43000024030015ac460000ac4300008ca3000400003821ac4300003c0300008c6500003c030000ac45,mips
643,e2000091e5023023e0ff3003e2010020e20510a0e1570050e30300a0c1010083d2feffffeb000086e50030a0e3003084e598109fe5003094e514c094e5003081,arm
644,380000000044ac1000648c1400638c000044ac000043ac6c86033c41a26334000043ac0000033c000063940000043c001c0300031c0300000043ac680e032400,mipsel
645,000000002079000000002039000000007201b280670001424200520049c024004c3c2c011948b0fde681d080918090812400e98a2202ed899282d2802401e58a,m68k
646,632d87ac43000024030009ac4300009203000a3c040000306300ff000038210000302124840000ac4300000c000000000000008fbf006c8fbe00688fb700648f,mips
647,36a000808da0ff32800002e026e004808d60ff32800002f026e008030000008210600005000000c220a00003000000c2006000c4004000c200800082186001c2,sparc
648,840000ac480000ac450000ac4300000c000000000000008fbf00240000102103e0000827bd00288d24000c2407fffe8c8300003c060000006718241000ffd1ac,mips
649,861000028088a0ff12bffff6881000011080000705000000808860ff32bfffd60300000010bfffe803000000c220a00005000000ba10a00086102009c628a000,sparc
650,20429a048f03410d0f63cfda0c1e00000020000000a0020000000000008000000000410e20429a048f03410d0f5bcfda0c1e00000020000000c4020000000000,alphaev56
651,fffb8410200010800006821020008407800286103fffc620bff48200600180a0600204bffffb85286002f82fbfef170000009612e0009407bfef9207bff01100,sparc
652,0000000000000048630500000000488d0440c70485000000005e846c1a48630500000000488d0440c70485000000005e846c1a48630500000000488d0440c704,x86_64
653,004900087d4a403839000000914900083d40000080e900002f880002392900103908000190ea000080e9fff490ea000080e9fff890ea000080e9fffc90ea0000,powerpc
654,852cffffff83c0016689852cffffff6683bd2cffffff027e9c8b050000000083e8018905000000008b050000000085c00f8974ffffff0fb7852cffffff4881c4,x86_64
655,e2a86004202e00084e5e4e754e560000701fb0ae000c650c202e0008222e000ce2a86004202e00084e5e4e754e5600002f032f02242e0008262e000c44834082,m68k
656,a0000041b000004420040062a0080042a0000061b0000041b000005d24000062a000004220040042a0000061b0000041b000005ca00200e243000041b0040055,alphaev56
657,93000090930000809300008091000090910000909300008093000080910000909100009093000080930000309300002093000080819181909300008093000082,avr
658,00e081e5000081e510e093e5b820c3e124009fe50020a0e30030a0e300e081e500c081e5feffffeb0400a0e11040bde81eff2fe1000000000000000000000000,arm
659,4863f04863d14963f8488d3c7f4801fe4801f28b14950000000089150000000083c001eb05b80000000085c07ed283c101eb05b90000000083f9027ee84183c0,x86_64
660,5200017810011b0c070890010000140000001c00000000000000ec00000000440e1002e70e08000000faffffffbf00000000c70500000000ffffffff488910c7,x86_64
661,13600c301f9304723502017101e22731f68ff3620dd110666e64f68403650bd00b406c6603640ad00b400900036409d8822f00e509d709d00b4083668360087f,sh4
662,45ac00000a3c000048ac0000043c000043ac000043ac000043ac0f000324e0ffbd27000049ac180048ad000043ac0000083c0100032421300000213800000000,mipsel
663,42382b184300360060140000053c0000023c0c00438c0000023c180042240000043c000062ac0000053c080084240400268d1000a28c3df0033c1c00ef8cb85e,mipsel
664,0f900f900f900f90df91cf910895cf93df9300d000d0cdb7deb79a8389837c836b838b819c81809700f489819a81282f392f40e050e06b817c818fef9fefafef,avr
665,3c0200002403fffaac440000ac4500003c040000ac430000ac4600008c89000c8c88000cac4900003c090000ad2500143c050000aca300103c04000024031a5e,mips
666,242200a4a72200a497000000000200822cd2ff40140000023c0000033c340062900000000001004224340062a00000023c540042841c00bf8f000000000800e0,mipsel
667,9300008093000084819581909300008093000085eb9ee09093000080930000809100009091000090930000809300001f921f921f921f921f921f921f921f9280,avr
668,1f921f921f921f921f921f921f921f9280e090e09f938f9300d08db79eb70a960fb6f8949ebf0fbe8dbf80e090e0089510920000609100007091000080910000,avr
669,3d00000000000f9ec08b150000000083c2018915000000008b0d0000000081f971e982b90f93c20fb6d221d08905000000008b3500000000488b15000000008d,x86_64
670,ffffff88309fe5004083e5002083e580209fe5001083e5001083e5002083e50620e0e3002083e56c209fe50400d2e5ff0000e2000083e50500d2e5ff0000e200,arm
671,00505010005810d23ea758000058303000920110005810d2825440d24a58c0d252502010005810d23a58202000a7b8ffff505010005050100050501000503010,s390
672,222101522221088402211bd2226222211ad2226222211ad22221ffe2222119d002622221015222210884022116d22262222116d22221e9e2222115d220622c62,sh4
673,6c6c780a0021fff03c6000008149000038a000008149000038c000003d2000003863000090010014914900004cc6318248000001800100143860000038210010,powerpc
674,0000c02000b80bc02000b908b10000c02000b80bc02000b9087c1bc02000b908c020009809b10000c020009908910000b80b929900c02000b908c02000990891,xtensa
675,6c6c780a00000000ffffffff68b577e64f700eb62ff83f0777ba059d2ff83f07d0586ea67202fc40d0586ea62ff83f0777ba059d2ff83f07d0586ea67202fc40,sh4
676,d0f6a728fffb50201000a7c80000a7f4004f1821892000014130f0681a23a738f000a748fff740423ffca71a0001a7f40004a7180000a71e0001a7c4ffeca718,s390
677,7dfc007ee9c745fc00000000eb128b45fc4898488d55f0488954c5e08345fc01837dfc007ee866c745b80000eb3ec745dc5706ed85c745f800000000eb128b45,x86_64
678,a2000041b00900ff220000c1b20000dd260000c1b00000a1b0000063a00000b6b00000dd261f04ff5f0000f6360300e343000061b0000064a00400c8b00300e3,alphaev56
679,02304040227640480000413400004130000041302276404802304040227640480000413400004130227640480230404022764048000041340000413000004130,alphaev56
680,900100001c0000001c000000000000003903000000440e300334030e080000000000000048893848893c24bf00000000488970088948108850148b0500000000,x86_64
681,265508f7fe7d08f0107d0841107d0800d0910900b480c900082f86000040bd00103884ffff908900004bffff6c8109001854c8043e2f8800ee40be000890a900,powerpc
682,05000000007607f30f1045fceb0af30f1045fcf30f5945f85dc3554889e5f30f1145fcf30f114df8f30f104df8f30f1005000000000f54c1f30f100d00000000,x86_64
683,000000200000002000000020000000200000001c000000200000002000000020f10000e100000bccd0d0f4c0c074d259000c39f90bc24800990e0c0b1c287688,xtensa
684,dcfeffff85c07428488b0500000000488b1500000000488b12488910e9f60000004863cac7048c8bd3886283c201eb05ba0000000083fa027ee70fbe0d000000,x86_64
685,27080044241c00bfaf000064ac0800438c0000043c0000023c213000002138000000008424000043ac0000000c000000001c00bf8f211000000800e0032000bd,mipsel
686,f9ff66c7459c62e666c7459e6ce466c745a062e666c745a262e666c745a4e9b866c745a66ce466c745a8e9b866c745aa62e666c745ac62e666c745ae6ce466c7,x86_64
687,05e1336210412363fb8f017324d100e3222600e6322123d123d02221426223d4222182622221526200e5222107e2222172622221715222211dd2226222211dd2,sh4
688,00c860185280600242804a806ff65281600242817001b0816cee52884a886ff242b90000000060145281600242817401b4816cf4528023c00000000020390000,m68k
689,93000080930000809100009091000090930000809300008fe690e090930000809300008091000090910000909300008093000080910000909100009093000080,avr
690,bb8effffffff00000000000000001534bb8e00000000ffffffff00000000ffffffffe45cf3151534bb8e1534bb8ee45cf315ffffffff00000000ffffffff0000,xtensa
691,8040a15d8040faff3ff400003d240000e1b307005f20000041b01104ff4700001d260000102200007da700405b6b0000ba270000bd230004ff4700005ea71000,alphaev56
692,003863000089280001392900015529063e992800013920fffd912a000089270000912a000089280001912a00004cc63182480000018001001438600000382100,powerpc
693,4ae222210cd222622221f6e22221ffe22221f9e2222109d22352222108d400e508d00b4000e600e0107f264f0b00090000000000000000000000000000000000,sh4
694,a7480004a7380001412050005810d0b20de15810d0b65010f0605810d0ae58601000184a185a18324120f0685810d0aa0de1a72800ff142c50b0f0604160f076,s390
695,0061b000007d24000042a000008320000063a01104ff470200e24300001022000041b060005f20000041b004005f20000041b0fdff5f20000041b004004430c0,alphaev56
696,e512c0d3e5ffc00ce200c082e513c0d3e5ffc00ce200c082e514c0d3e515e0d3e50ec48ce116e0d3e50ec88ce117e0d3e50ecc8ce100c082e519e0d3e518c0d3,arm
697,000300348502213585022120d22221388502213985022167e222211dd33152222134850221358502211bd222213885022139850221f5e2222118d33152222134,sh4
698,001848000008392900012f890018419dfff87ca32b784e8000209421ffe07c0802a69001002493c1001893e1001c394000003d20000039290000914900084800,powerpc
699,62000034028c46ac6200002402fff8ac62000000003821000030213c040000248400000c00000000000000000010218fbf001c03e0000827bd00200000000000,mips
700,3229011036ffe44a643bd11b2432d930d8476493650b4893664f9429d50b48036603664b940b48936531d102212ad1121f02e2222102e024d821dc25db2cda28,sh4
701,0081e5080093e5000081e50c3083e2020053e1f6ffff1a10402de95b20a0e320309fe5002083e50020a0e30030a0e314009fe5feffffeb0000a0e31040bde81e,arm
702,bfa0030000000500003f8410a3ffc4206000c0206000c4206000c4206000c0206000c4206000921020009410200011000000b0102000400000009012200081c7,sparc
703,20912279000000002079000000002091700223c0000000002039000000004280303900000000721692800c81000000b56e062039000000002079000000007401,m68k
704,5810d1c2a73800a85820200050301000502010005820d1dea738000058202000502010005820d1e6482020005420d1be502010005820d1d25820200050201000,s390
705,0053e3fcffffda58309fe504109de5001083e5012082e20228a0e12228a0e1000000ea0420a0e3340052e3edffff1a0120a0e330309fe51820c3e5020080e0ff,arm
706,e9000c90ca000038c0000090ea0000910a00003900000b910a00003900fff6910a0000a109003e910a00003900fff6b109003c39200009912a00004cc6318248,powerpc
707,ffeab420d3e15ce09fe50200e0e104c093e501e02ee00e005ce100c0a0b301c0a0a30018a0e140009fe54118a0e1900101e00228a0e1000052e30020a0d30120,arm
708,0000017a520004781a011b0d1e001800000018000000000000006000000000430e10419a0253da0e0000000022b01104ff4700001d260000102200007da70040,alphaev56
709,2b01f0232b01f000c0e0910000f0910000208131818091000090910000892b01f082e090e000c080e090e0822793279183808320910000309100002550310930,avr
710,8230910504f080e090e000c0e82ff92fee0fff1fe050f04020813181309300002093000001968230910504f080e090e000c001968230910504f0809100009091,avr
711,6000c608a002c6206000c808a004fa08a00589292018c608a006bb2f6010f808a007881740048728e0088610c00486170003c6206000c608a008c808a0098728,sparc
712,91e50c308ce2030059e10030a0010130201201e0a0e3003081e51c509ce57c109fe50500dce50c309ce5004081e5005081e5002081e5000081e5003081e50070,arm
713,8093000090930000809300001092000010920000809100009091000090930000809300001f921f921f921f921f921f921f921f9280e090e09f938f9300d08db7,avr
714,e5b011d3e144e09fe50118a0e14118a0e10020a0e30030a0e334009fe500108ce500e08ce500e08ce500e08ce5feffffeb0000a0e30cd08de23040bde81eff2f,arm
715,44482700e373a11d4040e7ff21200108c1440500a1440000a0b0f0fffff8000028a3ffff3f200000f6b300007d24000048a0000023b0010040f4000036b00000,alphaev56
716,00509100005093000040930000309300002093000020910000309100003093000020930000208131813093000020930000909300008093000084819581909300,avr
717,002080df00647f85e3783881001c386100184bfffecd93a1001c80e1000838c1001c38a1001873c400d7387f00244bfffe91907f0064813f00243929fff7913f,powerpc
718,2300005eb70800feb50f04fe4710000fb610004fa4ffff3f2021f72748a1054140030020f410002fa42105e1430100e0c310002fa40004e1471e04ef4700005e,alphaev56
719,404863f84863d64c63c1498d1450488d14570fb794120000000089150000000083c001eb05b80000000083f8017ed283c101eb05b90000000083f9017ee783c6,x86_64
720,00000800c28321e8c0030400be8f0800bd270800e00300000000f8ffbd270400beaf21f0a003211080000c00c5af0800c2a30800c283000000000e0040040000,mipsel
721,7ee36ff66e0b000900e62ff47ff36ee363047342235113e363cc736d13e363047331543263436311432d8be363cc733d571fe336372789e363cc733d57e36304,sh4
722,21e030e03093000020930000309300002093000090930000809300001f921f921f921f921f921f921f921f9280e090e09f938f9300d08db79eb70a960fb6f894,avr
723,e014c420600005000000c408a0008528a0188538a018c420600084103ffec420600084103ffac4206000c4076000c4206000f820600092102000941020001100,sparc
724,6214000085ac0000023c100040ac0000023c140043ac0000023c0400448c0000023c000044ac000043ac0000033c0800648c080063240400638c000040ac0000,mipsel
725,27bdffe03c0500002442ffff2463158d000038210000302124840000aca30000afbf001cad020000aca200000c000000000000008fbf001c0000102103e00008,mips
726,004201741bb48067065880720160f44a016708701923c00000000020390000000023c00000000023f90000000000000000741b23c20000000023f90000000000,m68k
727,6c342f2e00142f2e00104878ffff2f3c7fffffff4eb9000000004fef00102040224120082209282e00082a2e000c9a8199806e000128202e0008222e000c4481,m68k
728,012f3c0000b1012f0490882f004ebafeb04282342efffa4fef002448780001487800014ebafe402f03598f1f400003487800014ebafce44fef00144a00670470,m68k
729,ff6330000043ac0a00a39400000000001c0300031c0300000043ac0c00a38c00000000000043ac1000a3941400a890ffff6330000043ac1200a3940000000000,mipsel
730,27e612082827fc12222703acc2410000510000882798379035c00c1637350262a0008024c06042c02d04480747225b42270027940542270147334f2807d60203,xtensa
731,615d416b2171573b6373623d4204a00900e361047111521261136023610c7ee36ff66e0b000900e62ff87ff36ee361047115d26642fc725af1e3614af1e36104,sh4
732,002400000018000000000000005c00448c0c8d0b8e0a8f09460ec0017ecfcecdcc0e600000005840f098a728000098cff09007f4070700000000000000000000,s390
733,24000000240000000100000071370000fdfffffff57eda4f7b00000008000000280000000118a0e12118a0e1b012c2e1004080e5240092e5040083e5280092e5,arm
734,e0ffbd27f6ff03240000023c213000002138000000008424000043ac000043ac1c00bfaf000043ac0000000c000000001c00bf8f211000000800e0032000bd27,mipsel
735,000083e5080092e5000083e5001083e50010e0e3001083e51c2092e5002083e5042093e5002083e50020a0e30030a0e324009fe5feffffeb0000a0e320d08de2,arm
736,00e515d000e6122209e214d115d4222103e222210b40090000e00c7f264ff66ef66df66cf66bf66af6690b00f668e6af1261c7006f501c000000000000000000,sh4
737,7c3f0b787c691b78909f000cb13f0008813f000c2b89001f419d0018a15f0008813f000c7d494e305529043e48000008a13f00087d234b78397f002083ebfffc,powerpc
738,24420001284300031460fff70002208027bdffe0afbf001c00003821000030213c040000248400000c00000000000000000010218fbf001c03e0000827bd0020,mips
739,5620c0200059035100006805c020006903c020006815c0200069035825c020005903c020004903c10000d10000a10000310000e003001df00c589100008919c6,xtensa
740,000039080000a8e8000490e9000038e0000060e7ffff90e9000088ea003c90e90000a8ea003e90e90000a14a0040914900003d40d813614a12f691490000a948,powerpc
741,d8ffbd27fcff02240000043c1800838c1800a2a31900a2a31a00a2a3fc0002240000183c212800001d00423801006324261045001400098f0000073c180083ac,mipsel
742,27cc32222703ec72210000c807d817a10000b10000e002002d0a3d0b482727a402062a004827279407483737b402c626002807e612392807cc222817fc022827,xtensa
743,00003d240000a1a600003d24000081a7000010222100e573aacbbf20460de648a50925400604e64600003d240500c5440800e2220000a0b00800a4200000fca0,alphaev56
744,1000000000000000017a520004781a011b0d1e001800000018000000000000003c00000000430e10449a0247da0e00000000bd231000de230180fa6b0000fe2f,alphaev56
745,0000007d00000000000000380000004400000000000000ca00000000420e108e02420e188d03420e208c04410e288605410e30830602ba0e28410e20420e1842,x86_64
746,000c20402241200822094cdf001c4e5e4e754e56000048e73800242e0008262e000c448340826e52761fb6ae0010654a74e0d4ae00104a826d14262e00082203,m68k
747,0000000000017a5200017810011b0c070890010000140000001c000000000000004400000000440e107f0e080089050000000031c0e80000000031c04883c408,x86_64
748,44a000007da70000a1b00000102200005eb70000e3b3000041b01f04ff4700405b6b0000ba2700005ea70004ff470000bd231000de230180fa6b0000fe2f1f04,alphaev56
749,00c608a0038728e0188738e018c6206000c608a0048728e0188738e018c6206000c408a0058528a0188538a01892102000c42060009410200011000000b01020,sparc
750,ffec3c020000ac440014240400043c020000a04400043c0200008c42000c3404ffffac4000003c0200008c4500003406957638a50400ac4500003c020000ac44,mips
751,00001440000f3c0200008c420014000028212404fff40c000000000000003c0300008c62000424420008ac6200043c0200008c420004284200091040ffee3c02,mips
752,33814900247ce903a68089002880a9002c908a000090aa0004814900248089002880a9002c908a000090aa0004814900248089002880a9002c908a000090aa00,powerpc
753,9380910000909100004c2f5d2f082e00c0559547950a9402f424233523232b01f0e0e0f0e0ae2fbf2f00c0a0910000b09100001d921c92209100003091000021,avr
754,2081e500008ce50030a0e300708ce538009fe500608ce500208ce50020a0e300408ce5084081e500508ce500e08ce5feffffeb0400a0e1f041bde81eff2fe100,arm
755,00c226e000c2042004c226e000c2036000c226e00003187bd882106001c226e000c202e000c226e000c2046004c226e000c202600086103fffc226e000c20520,sparc
756,ac200083900000043c001e0300d8ffbd27031e0300213000002138000000008424000043ac2400bfaf0000000c1800a0af2400bf8f211000000800e0032800bd,mipsel
757,e01900001a0020e0e300c0a0e102e0a0e1081083e5000081e5142083e50050a0e36c209fe5045083e5002084e564209fe5186093e5042081e50c5083e558009f,arm
758,00000000430e10419a025dda0e0000010481440100e143000022b00100e14300005d24000022b007003f20000022b0000023a00100e143000022b01104ff4700,alphaev56
759,2800005020100c5820501a5840f03858e0f03807f4000000000000000090eff0380d50a7faff98a7180000a7f400101821892000014130f0681a23a738f000a7,s390
760,0400888c00000000000048ac0800848c00000000000044acf3ffa614804005002130000003000824002106008028060023288500212865002400a98c0100c624,mipsel
761,53dae0189c000000ffffffff0f00000001000000ff00000053dae0183d000000c616a9e63d000000c616a9e63d000000c616a9e6ff00000053dae01801000000,x86_64
762,8b45f448c7c2ffffffff89c148d3ea4889d0483b45f872118b45f4488b55f889c148d3e24889d0eb04488b45f85dc3554889e548897df88975f4837df41f7729,x86_64
763,a400443c0c0000ad8400008e8400348ccd000cad8400008de40004830e001cad8400008de4000800003821ad8400008de4000c00003021ad8400008e6f00303c,mips
764,49000091090000900100143c600000910a000438a00000812a000c3d20000080ea001038c000003863000090e900009109000080ea001490e9000080ea001890,powerpc
765,00c70500000000ffffffffc7050000000094ffffffc7050000000094ffffffc7050000000094ffffffc7050000000094ffffffc7050000000094ffffffc70500,x86_64
766,5e4e754e5600002f024ebaff8a23fc4678dc2a000000004280601022300db00000000023c10000000052807202b2806cea4280601022300db00000000023c100,m68k
767,b0100002b210000381e8000081c3e008010000009de3bf90f03fbff8f43fbff0d41fbff0d01fbff840000000010000008410000886100009b0100002b2100003,sparc
768,7df81f7f250fb755fc8b45f8beffff000089c1d3fe89f039c27f0f0fb755fc8b45f889c1d3e289d0eb040fb745fc5dc3554889e589f88975f8668945fc837df8,x86_64
769,004889dfe80cffffff0fbe35000000004589e04889d94889c24889dfe8f4feffff4189e84889c1ba00000000be010000004889dfe8dcfeffffb800000000eb3c,x86_64
770,21e8c0032400be8f2800bd270800e00300000000d8ffbd272400bfaf2000beaf21f0a0032800c4af2c00c5af1c00c0af2800c38f020002240e00621400000000,mipsel
771,af2604073c60a7e734feff0624feff05340024040003240400d200000c000000000000033c7800638c0000000001006324001e0300031e0300020060141a0043,mipsel
772,f07c0802a6900100144bffff993d200000814900003d2000009149000038a0000038c000003c600000386300004cc631824800000138600000800100147c0803,powerpc
773,e8711e8503611541158be361e8711c85036115410f8be361e8711e850363e361e8711c8503613ad2719413650b420900036227331b89e361e8711e8503611541,sh4
774,62100210000002000000008fc2000803c0e8218fbe000427bd000803e000080000000027bdfff8afbe000403a0f021afc40008afc5000c8fc2000c1040001000,mips
775,000045e80008201223c00000000041e8000c201023c00000000052817003b08166c220390000000023c00000000042a742a74879000000004eb9000000004280,m68k
776,909074c020009908910000920900909074c0200099087c99c020009908c0200029082100009202080c02909074c020009908c020002908c10000d10000810000,xtensa
777,93000080910000909100009093000080930000809100009091000090930000809300008be09fee90930000809300001f921f921f921f921f921f921f921f9280,avr
778,04ff4790007f2290ff5f22f6003f2201001f2200007da700405b6b0000ba270000bd23191907441900f9731900f943deff1f2300007da70040fb6a1404ea4700,alphaev56
779,29570c02290746040032c72028072a230c0332420028071b2229072807a622e82207200c530012400023a12947389728573902060400210000c0200028024802,xtensa
780,00c4206000c4206000c4206000c4206000c4206000c4206000c4206000c4206000c4206000b0102000c420600092102000941020001100000040000000901220,sparc
781,36f78f00e309d105e22221099222210ad400e50ad00b4000e600e0264f0b000900ff00000000000c0000000000000008000000a3c8ca6f000000000000000000,sh4
782,82b728040c484600000c0832a001b7280232a000b72306310000860000000c032033100c1d81000037b8010c0de10000bd0ea5f7ffa0a9f420aa20a082c00c13,xtensa
783,e030e0822793278f34910504f4809100009091000000d0ec2dfd2d91838083e0910000f091000080819181909300008093000080910000909100009093000080,avr
784,2000281bc02000590bc02000291b7cf2c0200029080c02c0200029083203004804303074c0200039082c83c020003908310000c020004908c020003803410000,xtensa
785,bd270400beaf21f0a0030800c4af0c00c5af0800c28f000000001a004004000000000c00c28f0000000016004004000000000c00c28f00000000200042281100,mipsel
786,0000c6c8951b24420001ac82002c3c02b2b724423f0fafa20008afa2000cafa20010afa20014afa200181c600013afa2001c3c020000904200393c0300009462,mips
787,008584ffff032400000a3c0000043c000043ac00000b3c6c0043ad21300000feff03242138000000008424000043ac040060ad000049ac000048ac000045ac00,mipsel
788,787cdf3378392000009121001439400000480000205548103a38e100083d20000039290000392900047d27412e394a00012f8a0002409dffe039200000480000,powerpc
789,0300e343000061b0040062a00300e343000061b0080042a00200e243000041b01e105f20000041b000405b6b0000ba2700005ea70004ff470000bd231000de23,alphaev56
790,10001f8e2000201d2148104002110318a18800001f89a000101820a7380000180a8a0000108e2000201d205830d1b218815870d1ae5420d1aa5480d1aa5800c0,s390
791,0f95c20fb6d2400fbec629d0ba00000000f7f14139d0750b85f6740cbe01000000eb05be0100000085f60f9ec00fb6c08905000000008b0500000000c3534883,x86_64
792,00007da7000041b000405b6b0000ba2700005ea70004ff470000bd231000de230180fa6b00003d2400001d250000c1a600009d2415003f200000442000002838,alphaev56
793,01b065183458254228018d4361c26542d500e4a16015414125ff7740d501cb40d15265012a2905d22e5221d6af7226ff72ccaf22233bd500e032d9ffe6021537,sh4
794,00bcb5c04ec70500000000bcb5c04ec70500000000ffffffffc70500000000884b7e09c7050000000001000000c70500000000ffffffffc70500000000010000,x86_64
795,2400448b0d8c0c8d0b8e0a8f09460ec00102f8cfcecdcccb0e60000000d10650401000a748000150401000504010005840500050401000584050045040100058,s390
796,00211045004010020021104400801802000000023c08004224211062000000438c0000023c000043ac0100842402008228f2ff4014401006000100a5240300a2,mipsel
797,0000003700000009000000c2236000b2166000b416a000b8172000b616e000881120008610e0009e102001b0103fffc0270000c401000080a00001fa00800082,sparc
798,fd3095309300002093000020e030e0e22ff32f43e0ee0fff1f4a9501f4e050f04040815181509300004093000042815381509300004093000044815581509300,avr
799,3c0200008c4300008c4300003c0400003c02000027bdffe0ac430000000038212403fff80000302124840000ac430000afbf001c0c000000000000008fbf001c,mips
800,01002925340069ac1c00c98c000084ad000024ad00004bad08000a8d2000ec8c4000498c4000498c3400698c3c00ab8c01002925340069ac1c00c98c000084ad,mipsel
801,0a0000014a00670ef22e54000008f22e542000106006f22e540000084e5e4e754e560000f22e44000008f23c4438cf000000f240001544000a0000014a006728,m68k
802,000090010014394800003c60000038a00000a0ca00043863000090e8000090c90000a0ca000690c9000038c00000a08a000890890000a14a000a914900003940,powerpc
803,0000890dc0200088090c02c02000b808810000c02000c808810000c02000c80cc020009809f20c00c20c01f24b00c24b011cbbc020009809c02000b908b10000,xtensa
804,00008091000090910000909300008093000088e199eb909300008093000030930000209300009093000080930000309300002093000090930000809300003093,avr
805,7fffffff24042a2e0010eaa2282e00082a2e000c9a8399826e4274e0d4ae00104a826d0c262e000c2003e5a842816034242e000c2602e28b741f94ae0010e4ab,m68k
806,00017101e22731fb8b01731543f98f00e1017701e11737f88f00e324d112616f666b62f7e12c4120d232a0122221d1126137922036290001ca063129031ed112,sh4
807,e361c8711f5111411b8be361c8711e521fe116321589e361c8711e510fd21b611c42e361c8711f5113320a8be361c8711e51e362c8722f5223631d43336103a0,sh4
808,4900083ce0e0ff60e788fc80c900047d4a3838914900088949001580a800003d40000080e900088109002c90aa000038a0000090ca000090ea000038e0ffff90,powerpc
809,0084e50100a0e31040bde81eff2fe10000000010402de9f3ffffeb0030a0e3030000ea0110a0e328209fe5041082e5013083e0000053e3f9ffffda0020a0e300,arm
810,000049c17001e3a80a400013819023fcffffa9d60000000023fcffffa9d600000000701323c000000000700223c00000000023fc000000ff0000000023fc0000,m68k
811,809fe5044081e5042081e5042081e5042081e5043081e504c081e5048081e5043081e5048081e504c081e5043081e5003091e5042081e5042081e57c209fe501,arm
812,00c020600005000000c400a000c420600005000000c410a000c4206000050c6f948410a2f0c420600005000000c400a000c420600005000000c410a000c42060,sparc
813,00212020003eb400003d24000041a500003d25000029a6ffff1f2200007da700405b6b0000ba270000bd2300000ab400003d24000021a420007e20a205614000,alphaev56
814,1000000000000000017a520004781a011b0d1e001800000018000000000000003c00000000430e10449a0247da0e00000000bd231000de230180fa6b0000fe2f,alphaev56
815,0000309100003093000020930000909300008093000081e090e0909300008093000084e093eb90930000809300008cea99ed90930000809300008def9fef9093,avr
816,00000000c05fba90ff000000180083ac0800428c0000043c000082900000053c0c00a28c0000023c000046ac000043acc618033c66a86334000043ac0000033c,mipsel
817,32080081a318340047b735e042000047b00000e63b000019b39a00e0f644009ea21f04ff47bc059443930080f70000f0a20000f0a20000fd260000f73b0000f0,alphaev56
